policy_number,effective_date,expiration_date,state,county,zip,occupancy,construction,foundation,roof_type,roof_condition,year_built,stories,square_feet,protection_class,alarm_type,flood_zone,distance_to_coast_mi,wildfire_score_0_100,hail_score_0_100,hurricane_score_0_100,crime_index_0_100,prior_claims_5yr,covA_dwelling,covB_other_structures,covC_personal_property,covD_loss_of_use,deductible_all_peril,water_backup_limit,ordinance_or_law_pct,written_premium_total,premium_fire,premium_wind,premium_hail,premium_water,premium_theft_liability,expected_loss,expected_loss_ratio,expense_ratio,target_profit_ratio,indicated_premium,uw_tier
HO2026001312,2021-09-17,2022-09-12,VA,Grant,57999,Vacant,Masonry,Basement,WoodShake,Fair,1958,2,2689,8,Burglar,VE,7.8,42,40,21,43,0,461000,47000,325000,78000,2000,0,10,4378.32,1670.08,1193.09,729.72,875.66,0.0,3138.99,0.717,0.226,0.06,4393.77,Standard
HO2026001313,2021-10-02,2022-09-27,MI,Lake,45133,Vacant,Masonry,Slab,Metal,New,1966,1,1869,7,BurglarAndFire,AE,24.3,38,58,7,38,0,355000,37000,260000,97000,2500,0,10,1555.58,695.22,369.45,305.93,311.12,0.0,466.68,0.3,0.312,0.063,746.1,Standard
HO2026001314,2025-03-03,2026-02-26,WA,Monroe,60251,Vacant,Superior,Basement,FlatMembrane,New,1961,2,2025,1,BurglarAndFire,VE,86.8,27,50,18,27,1,395000,35000,161000,101000,2500,0,10,2018.38,596.88,534.87,370.04,403.68,112.92,798.34,0.396,0.238,0.034,1096.7,Standard
HO2026001315,2021-12-22,2022-12-17,OR,Franklin,47860,Vacant,Frame,Basement,WoodShake,Poor,2021,1,1824,5,Burglar,VE,22.7,13,17,14,61,1,312000,25000,170000,59000,5000,0,25,2306.71,933.61,588.21,296.03,461.34,27.51,1622.82,0.704,0.288,0.041,2416.53,Standard
HO2026001316,2024-04-26,2025-04-21,VA,Greene,27006,TenantOccupied,MobileHome,Slab,WoodShake,Good,1950,1,2043,7,Burglar,AE,28.5,47,29,11,57,0,207000,26000,99000,49000,2500,0,10,1756.97,894.35,434.85,260.62,351.39,0.0,1195.39,0.68,0.237,0.031,1631.48,Preferred
HO2026001317,2021-04-13,2022-04-08,AZ,Lincoln,65647,Vacant,MobileHome,Piers,Metal,Fair,1953,1,2067,6,BurglarAndFire,X,125.0,54,28,9,51,0,262000,32000,100000,51000,2000,0,10,2670.39,945.8,647.57,391.66,320.45,364.92,2050.35,0.768,0.302,0.064,3232.49,Standard
HO2026001318,2024-07-15,2025-07-10,AZ,Marion,24525,Vacant,Masonry,Piers,AsphaltShingle,Fair,1940,1,2923,5,Fire,AE,64.6,23,11,11,31,1,476000,54000,313000,99000,2000,5000,10,3949.27,1633.23,977.44,467.33,789.85,81.41,2439.33,0.618,0.277,0.095,3888.53,Standard
HO2026001319,2021-01-13,2022-01-08,OH,Lincoln,68790,TenantOccupied,Masonry,Slab,Tile,Fair,1949,1,2668,10,Burglar,X,38.5,40,43,21,23,0,651000,94000,263000,183000,5000,5000,25,3104.82,1167.07,846.06,532.99,372.58,186.12,2145.24,0.691,0.272,0.037,3106.52,Preferred
HO2026001320,2023-03-04,2024-02-27,VA,Union,43929,Vacant,MobileHome,Slab,Metal,New,1994,1,1750,9,None,X,15.8,70,32,35,42,0,211000,17000,137000,42000,2000,0,25,1454.84,548.07,447.36,223.07,174.58,61.75,1007.83,0.693,0.254,0.039,1424.63,Standard
HO2026001321,2026-02-02,2027-01-28,OH,Lake,60149,OwnerOccupied,Masonry,Piers,Metal,New,1964,1,3609,5,BurglarAndFire,VE,13.6,25,18,16,63,0,637000,59000,238000,163000,2000,0,25,1633.63,640.17,424.74,212.37,326.73,29.62,1208.34,0.74,0.241,0.035,1667.46,Preferred
HO2026001322,2025-03-23,2025-09-19,NJ,Greene,69600,SecondarySeasonal,Frame,Piers,WoodShake,Good,1981,1,1436,2,BurglarAndFire,X,26.2,44,34,0,58,0,208000,19000,135000,55000,2000,0,10,807.07,359.83,177.56,126.44,96.85,46.4,442.68,0.549,0.272,0.083,686.3,Preferred
HO2026001323,2022-05-15,2022-11-11,NC,Union,93454,SecondarySeasonal,Frame,Slab,Tile,Good,2009,1,1467,2,Burglar,AE,11.4,22,64,4,47,0,234000,22000,110000,45000,2500,25000,10,989.42,459.75,227.57,204.48,197.88,0.0,506.35,0.512,0.392,0.081,960.39,Preferred
HO2026001324,2023-03-09,2024-03-03,NJ,Marion,28676,Vacant,Masonry,Basement,WoodShake,Good,2002,3,2251,9,Fire,VE,49.3,26,56,21,71,0,470000,61000,226000,128000,2500,5000,50,2485.13,1089.91,677.2,480.46,497.03,0.0,1450.27,0.584,0.224,0.072,2058.35,Standard
HO2026001325,2025-01-25,2026-01-20,WA,Marion,22545,OwnerOccupied,MobileHome,Slab,WoodShake,Poor,2013,1,635,8,BurglarAndFire,X,14.7,29,51,0,49,0,88000,11000,63000,13000,2500,5000,25,534.1,240.41,117.5,98.81,64.09,13.28,328.85,0.616,0.327,0.081,555.06,Preferred
HO2026001326,2024-07-08,2025-07-03,TX,Franklin,16655,TenantOccupied,Superior,Slab,FlatMembrane,Good,2017,1,4233,7,BurglarAndFire,X,12.3,47,0,94,38,0,1034000,101000,461000,278000,2500,10000,10,6316.12,2797.11,2842.26,631.61,757.93,0.0,4519.38,0.716,0.268,0.069,6807.36,Preferred
HO2026001327,2022-06-07,2023-06-02,CO,Washington,18869,TenantOccupied,Masonry,Piers,AsphaltShingle,Good,2004,1,3079,3,Burglar,VE,69.6,63,57,25,38,0,566000,58000,396000,166000,2500,25000,25,2541.81,1234.85,718.06,495.65,508.36,0.0,1528.93,0.602,0.258,0.106,2404.83,Standard
HO2026001328,2023-04-02,2024-03-27,OR,Lincoln,65860,Vacant,Frame,Basement,FlatMembrane,Good,1955,3,2792,4,Fire,AE,16.6,42,25,30,11,0,572000,55000,324000,163000,1000,0,25,4347.49,1650.63,1282.51,615.89,869.5,0.0,2668.87,0.614,0.295,0.091,4345.1,Standard
HO2026001329,2022-10-28,2023-10-23,WA,Grant,62547,OwnerOccupied,MobileHome,Crawlspace,Tile,Good,1998,1,2775,4,Fire,X,45.1,42,20,17,66,0,338000,31000,133000,71000,2000,0,10,1419.98,481.34,372.74,189.33,170.4,206.17,986.58,0.695,0.243,0.029,1354.96,Preferred
HO2026001330,2021-04-11,2021-10-08,GA,Marion,58177,Vacant,Masonry,Crawlspace,Tile,Poor,1951,1,2290,5,Fire,X,5.7,22,47,58,55,1,281000,29000,174000,83000,5000,10000,10,3680.78,1506.82,1343.48,656.41,441.69,0.0,2642.85,0.718,0.203,0.025,3424.1,NonStandard
HO2026001331,2023-01-08,2024-01-03,FL,Cleveland,15644,TenantOccupied,Frame,Piers,Tile,Good,1991,1,1901,5,Fire,VE,5.4,15,4,77,56,0,328000,38000,131000,90000,5000,5000,25,2333.82,941.33,962.7,248.94,466.76,0.0,1627.93,0.698,0.26,0.053,2370.02,Preferred
HO2026001332,2023-03-23,2024-03-17,MA,Jackson,61729,SecondarySeasonal,Masonry,Piers,FlatMembrane,Good,2017,1,1652,6,Burglar,AE,28.1,38,16,12,52,0,280000,37000,147000,46000,1000,10000,10,1152.2,456.38,288.05,145.95,230.44,31.39,1066.41,0.926,0.214,0.114,1586.88,Preferred
HO2026001333,2025-08-07,2026-08-02,PA,Jackson,30919,OwnerOccupied,Frame,Slab,AsphaltShingle,Good,1952,1,1875,7,BurglarAndFire,VE,50.4,8,21,0,58,0,369000,47000,233000,102000,2000,10000,25,1725.72,930.39,379.66,232.97,345.14,0.0,751.17,0.435,0.249,0.029,1040.43,Preferred
HO2026001334,2021-07-30,2022-07-25,OH,Union,77409,SecondarySeasonal,Superior,Piers,FlatMembrane,Poor,1984,1,2651,4,Burglar,AE,30.2,16,75,53,72,0,626000,81000,336000,153000,1000,0,10,3823.65,1550.7,1347.84,841.2,764.73,0.0,2619.04,0.685,0.291,0.098,4291.65,Standard
HO2026001335,2021-05-23,2022-05-18,LA,Clay,74630,OwnerOccupied,Frame,Basement,WoodShake,New,1959,2,2981,10,Fire,VE,14.6,51,29,0,66,0,646000,93000,339000,192000,5000,0,25,4928.26,2069.98,1084.22,731.03,985.65,57.39,2507.93,0.509,0.254,0.059,3654.26,Preferred
HO2026001336,2021-04-11,2022-04-06,OH,Grant,73384,TenantOccupied,MobileHome,Slab,Tile,Fair,1941,1,3056,10,Burglar,X,23.1,0,17,0,39,1,545000,60000,359000,129000,5000,0,10,3320.06,1369.12,730.41,426.07,398.41,396.04,1818.0,0.548,0.33,0.063,2999.46,Preferred
HO2026001337,2022-11-14,2023-11-09,WA,Lincoln,38617,OwnerOccupied,Frame,Slab,Tile,Poor,1982,1,1203,6,Burglar,AE,23.8,90,17,24,40,0,211000,26000,119000,40000,2500,0,10,1131.96,572.56,316.95,145.27,226.39,0.0,544.88,0.481,0.18,0.06,716.84,Standard
HO2026001338,2022-07-21,2023-07-16,CA,Jefferson,64744,OwnerOccupied,MobileHome,Piers,Tile,Fair,1956,1,2606,2,Burglar,VE,6.2,39,52,22,36,0,330000,46000,208000,67000,5000,0,10,2518.03,1125.18,692.46,470.03,503.61,0.0,892.36,0.354,0.24,0.048,1254.06,Standard
HO2026001339,2021-05-08,2022-05-03,CO,Monroe,67715,SecondarySeasonal,MobileHome,Basement,AsphaltShingle,,1999,1,2644,8,Burglar,AE,,62,67,28,60,0,463000,60000,228000,120000,2000,0,25,3878.0,1425.93,1124.62,820.84,775.6,0.0,3270.58,0.843,0.242,0.052,4633.63,Standard
HO2026001340,2021-05-21,2021-11-17,FL,Jackson,41246,TenantOccupied,Superior,Crawlspace,FlatMembrane,Good,1987,2,1250,5,Burglar,AE,4.3,28,0,1,26,0,234000,22000,154000,46000,5000,5000,10,1445.72,665.41,321.67,144.57,289.14,24.92,611.09,0.423,0.213,0.082,866.99,Preferred
HO2026001341,2021-04-03,2022-03-29,NC,Cleveland,93156,SecondarySeasonal,Superior,Basement,Tile,Good,1950,2,2661,4,BurglarAndFire,VE,17.5,45,63,67,52,0,509000,73000,317000,96000,2000,5000,25,3364.38,1248.4,1303.7,689.7,672.88,0.0,2864.84,0.852,0.29,0.063,4422.72,Standard
HO2026001342,2021-11-30,2022-11-25,WA,Benton,57645,Vacant,MobileHome,Piers,Tile,Poor,1957,1,2967,5,Burglar,AE,13.3,96,68,13,32,0,352000,38000,257000,99000,5000,5000,10,3683.31,1661.47,930.04,785.77,736.66,0.0,2642.21,0.717,0.23,0.046,3650.01,NonStandard
HO2026001343,2025-06-04,2026-05-30,NC,Union,67455,TenantOccupied,Masonry,Slab,WoodShake,Fair,1986,1,1804,3,,X,20.8,30,43,61,43,0,328000,29000,115000,65000,5000,10000,10,1555.1,591.35,579.28,266.96,186.61,0.0,928.27,0.597,0.18,0.071,1240.15,Preferred
HO2026001344,2025-05-07,2026-05-02,AZ,Benton,75941,Vacant,Frame,Basement,WoodShake,New,2001,1,2464,4,Fire,X,24.2,75,41,38,41,1,449000,61000,319000,121000,1000,10000,25,2985.17,1125.73,940.33,502.5,358.22,58.38,1584.25,0.531,0.286,0.084,2512.7,Standard
HO2026001345,2024-12-19,2025-12-14,MI,Marion,20829,SecondarySeasonal,Superior,Basement,Tile,Fair,1999,1,2090,6,Fire,AE,107.1,50,22,1,28,0,200000,16000,121000,48000,2500,0,25,591.61,216.54,131.63,80.85,118.32,44.26,277.48,0.469,0.297,0.063,433.35,Preferred
HO2026001346,2022-11-16,2023-11-11,AZ,Jefferson,21866,Vacant,Masonry,Slab,AsphaltShingle,Poor,1974,1,1582,9,Fire,VE,10.3,78,32,0,50,0,193000,16000,138000,29000,2000,10000,25,1191.13,480.62,262.05,182.64,238.23,27.6,838.94,0.704,0.309,0.055,1319.11,NonStandard
HO2026001347,2025-01-06,2026-01-01,SC,Franklin,70077,SecondarySeasonal,MobileHome,Basement,AsphaltShingle,New,1973,3,2828,10,BurglarAndFire,VE,3.9,23,2,100,43,0,338000,35000,146000,100000,2000,0,25,5242.13,1692.87,2358.96,541.69,1048.43,0.0,4246.33,0.81,0.304,0.062,6697.93,Standard
HO2026001348,2025-06-30,2026-06-25,NJ,Grant,66905,Vacant,Superior,Piers,WoodShake,Good,1942,2,3722,4,BurglarAndFire,AE,5.4,20,19,0,65,1,515000,54000,253000,130000,2500,0,25,3362.58,1070.25,739.77,442.74,672.52,437.3,2382.26,0.708,0.261,0.064,3528.93,Standard
HO2026001349,2025-09-03,2026-08-29,PA,Lincoln,64805,TenantOccupied,Frame,Crawlspace,FlatMembrane,New,2011,2,1719,4,None,VE,60.1,24,60,15,12,0,365000,44000,129000,54000,1000,0,25,1490.64,700.45,383.84,298.13,298.13,0.0,931.91,0.625,0.241,0.037,1289.63,Preferred
HO2026001350,2023-04-05,2024-03-30,IL,Lincoln,65784,SecondarySeasonal,Superior,Slab,FlatMembrane,Good,2000,1,2648,9,Burglar,X,5.0,0,100,19,46,0,496000,71000,243000,97000,2500,0,25,2429.0,991.13,649.76,534.38,291.48,0.0,1765.37,0.727,0.339,0.071,2987.29,Preferred
HO2026001351,2022-09-13,2023-09-08,WA,Wayne,44582,OwnerOccupied,Superior,Basement,FlatMembrane,Poor,1943,1,2147,2,Fire,X,6.8,52,44,22,55,0,352000,42000,224000,59000,2500,5000,25,1672.53,685.74,459.95,289.91,200.7,36.23,904.54,0.541,0.281,0.075,1404.39,Preferred
HO2026001352,2025-05-30,2026-05-25,VA,Jefferson,68948,OwnerOccupied,Frame,Slab,AsphaltShingle,New,2021,2,3025,6,Burglar,VE,40.2,44,57,34,41,0,591000,71000,295000,114000,2000,5000,10,1656.28,769.67,505.16,322.97,331.26,0.0,1303.25,0.787,0.314,0.05,2050.47,Standard
HO2026001353,2023-04-17,2023-10-14,AZ,Grant,93961,SecondarySeasonal,Frame,Crawlspace,AsphaltShingle,New,1982,2,2559,7,Burglar,AE,35.1,69,36,3,47,0,554000,52000,221000,95000,10000,5000,25,2250.01,1027.27,511.88,360.0,450.0,0.0,1285.51,0.571,0.341,0.094,2275.37,Preferred
HO2026001354,2025-06-07,2026-06-02,TX,Lake,65009,SecondarySeasonal,Masonry,Piers,FlatMembrane,Fair,1957,2,1839,2,Burglar,VE,41.8,25,50,79,31,0,366000,49000,250000,57000,2000,0,25,3846.97,1622.89,1606.11,705.28,769.39,0.0,3046.53,0.792,0.343,0.074,5228.3,Standard
HO2026001355,2022-02-27,2023-02-22,MI,Monroe,21205,SecondarySeasonal,MobileHome,Piers,Metal,Good,1973,1,3319,2,None,X,11.6,44,56,21,37,0,362000,30000,131000,98000,5000,5000,25,1760.35,822.61,479.7,340.33,211.24,0.0,1141.46,0.648,0.281,0.039,1678.72,Preferred
HO2026001356,2023-04-06,2023-10-03,MI,Washington,22338,SecondarySeasonal,MobileHome,Piers,Tile,New,1959,1,2009,4,None,X,110.9,39,46,53,38,0,190000,15000,85000,38000,2000,5000,10,1007.72,418.43,355.22,178.03,120.93,0.0,614.56,0.61,0.308,0.02,914.66,Preferred
HO2026001357,2025-08-10,2026-08-05,NC,Cleveland,98441,TenantOccupied,Superior,Slab,WoodShake,Fair,1967,2,2230,9,None,X,39.1,57,65,20,64,0,424000,40000,207000,69000,10000,0,25,2752.84,1173.11,743.27,573.51,330.34,0.0,1826.64,0.664,0.28,0.053,2738.35,Preferred
HO2026001358,2024-03-02,2025-02-25,MI,Cleveland,27844,SecondarySeasonal,Masonry,Piers,AsphaltShingle,Good,1941,2,2959,5,None,X,31.3,62,40,23,39,0,585000,71000,267000,139000,2500,10000,10,2278.14,937.25,632.19,379.69,273.38,55.64,1655.72,0.727,0.212,0.04,2215.79,Preferred
HO2026001359,2023-01-08,2024-01-03,WA,Marion,58674,SecondarySeasonal,MobileHome,Piers,AsphaltShingle,Poor,1943,2,3342,7,Burglar,X,6.5,44,42,0,46,0,335000,48000,240000,87000,5000,0,10,3039.42,1612.36,668.67,516.7,364.73,0.0,1544.54,0.508,0.223,0.075,2202.83,Preferred
HO2026001360,2023-01-04,2023-12-30,NC,Lake,46440,Vacant,Superior,Piers,AsphaltShingle,Good,1961,1,1816,9,Burglar,X,6.9,32,16,36,61,0,444000,38000,307000,76000,1000,0,25,2950.83,1078.49,914.76,373.77,354.1,229.71,2372.29,0.804,0.228,0.044,3259.37,Standard
HO2026001361,2021-07-12,2022-07-07,CO,Madison,15722,OwnerOccupied,MobileHome,Piers,Tile,Poor,1955,2,1699,6,BurglarAndFire,VE,15.9,72,81,24,52,1,204000,23000,122000,41000,2000,0,50,2642.54,1148.31,739.91,581.36,528.51,0.0,2006.14,0.759,0.253,0.07,2963.1,NonStandard
HO2026001362,2024-07-06,2025-07-01,PA,Jackson,29681,OwnerOccupied,MobileHome,Piers,Metal,Poor,2023,1,881,9,None,VE,61.8,36,54,10,54,1,82000,8000,43000,18000,10000,5000,25,450.0,203.55,110.25,85.5,90.0,0.0,259.44,0.577,0.219,0.061,360.53,Standard
HO2026001363,2025-11-28,2026-11-23,MI,Wayne,91493,Vacant,Frame,Slab,Metal,Good,1976,1,3125,5,None,AE,45.1,43,34,37,59,0,588000,55000,417000,161000,5000,10000,25,2518.26,1238.84,786.96,394.53,503.65,0.0,900.02,0.357,0.275,0.063,1360.34,Standard
HO2026001364,2026-02-08,2027-02-03,FL,Franklin,16917,OwnerOccupied,Frame,Basement,Tile,Fair,2019,1,883,7,Burglar,VE,19.3,32,34,100,28,2,136000,17000,67000,25000,2000,0,10,1615.41,723.36,726.93,253.08,323.08,0.0,1094.59,0.678,0.286,0.062,1678.25,NonStandard
HO2026001365,2025-11-22,2026-11-17,IL,Clay,32205,OwnerOccupied,Frame,Basement,Metal,New,2012,1,1327,4,BurglarAndFire,AE,,19,34,13,43,0,265000,30000,121000,62000,2500,5000,10,772.71,437.19,195.11,121.06,154.54,0.0,322.11,0.417,0.292,0.05,488.88,Preferred
HO2026001366,2021-06-20,2022-06-15,VA,Wayne,14086,SecondarySeasonal,Superior,Piers,WoodShake,Fair,1997,1,2314,6,None,VE,,18,56,21,47,0,590000,73000,332000,162000,5000,0,25,2558.6,1189.15,697.22,494.66,511.72,0.0,2176.47,0.851,0.279,0.02,3103.85,Preferred
HO2026001367,2024-02-14,2025-02-08,SC,Madison,31532,Vacant,Frame,Slab,FlatMembrane,New,1945,1,2880,8,Burglar,VE,32.4,15,10,9,16,1,352000,30000,230000,94000,5000,5000,10,4324.87,2037.04,1048.78,504.57,864.97,0.0,2657.99,0.615,0.265,0.064,3961.68,Standard
HO2026001368,2023-04-19,2024-04-13,OR,Marion,69599,OwnerOccupied,Superior,Crawlspace,FlatMembrane,New,1996,2,2825,3,Burglar,VE,75.3,38,13,15,43,0,752000,86000,508000,190000,1000,10000,10,2924.22,1261.51,752.99,355.78,584.84,0.0,2175.48,0.744,0.275,0.037,3162.92,Preferred
HO2026001369,2021-08-02,2022-01-29,FL,Wayne,81410,SecondarySeasonal,Masonry,Basement,AsphaltShingle,Good,1968,1,1541,7,BurglarAndFire,AE,55.3,50,27,25,37,0,263000,31000,134000,78000,5000,0,10,1410.99,634.4,398.6,204.59,282.2,0.0,1062.15,0.753,0.342,0.024,1674.16,Preferred
HO2026001370,2022-07-30,2023-07-25,LA,Monroe,73620,OwnerOccupied,Masonry,Slab,FlatMembrane,Poor,1960,1,3834,7,None,AE,4.1,34,49,20,43,0,838000,88000,325000,202000,5000,10000,25,6053.52,2322.78,1634.45,1099.72,1210.7,0.0,2498.32,0.413,0.292,0.077,3960.14,Standard
HO2026001371,2025-03-05,2026-02-28,PA,Grant,56598,TenantOccupied,Frame,Crawlspace,WoodShake,Good,1962,2,2465,2,BurglarAndFire,X,38.0,0,58,18,34,0,555000,80000,322000,115000,10000,5000,10,2417.37,1078.07,640.6,475.42,290.08,0.0,1453.25,0.601,0.315,0.059,2321.31,Preferred
HO2026001372,2021-02-18,2022-02-13,WA,Benton,59732,SecondarySeasonal,Masonry,Crawlspace,Metal,New,1993,2,2379,4,None,X,13.4,62,44,36,59,0,520000,59000,388000,141000,5000,5000,10,1935.75,931.55,600.08,335.53,232.29,0.0,1309.01,0.676,0.289,0.047,1971.88,Preferred
HO2026001373,2021-03-17,2022-03-12,AZ,Cleveland,55045,OwnerOccupied,Frame,Basement,Metal,Fair,1991,1,3668,5,Fire,X,45.2,42,33,0,25,0,560000,54000,350000,135000,10000,0,25,1696.16,855.78,373.16,262.91,203.54,0.78,593.49,0.35,0.217,0.044,802.65,Preferred
HO2026001374,2024-02-23,2025-02-17,TN,Benton,45960,Vacant,Masonry,Slab,Metal,Poor,1976,1,2394,8,None,X,5.4,14,8,11,45,0,491000,62000,357000,123000,2500,0,10,3661.38,1654.93,906.19,414.96,439.37,245.93,2330.79,0.637,0.227,0.085,3388.84,Preferred
HO2026001375,2024-07-20,2025-07-15,PA,Lake,22603,OwnerOccupied,Superior,Crawlspace,AsphaltShingle,Fair,1973,1,1943,8,None,VE,47.2,68,57,15,38,0,374000,44000,264000,90000,2000,0,10,1829.21,579.49,471.02,356.7,365.84,56.16,1323.58,0.724,0.332,0.104,2346.77,Standard
HO2026001376,2024-10-29,2025-10-24,TX,Lake,20340,SecondarySeasonal,Masonry,Basement,AsphaltShingle,Poor,1976,1,3166,3,None,VE,3.4,5,44,41,46,1,538000,58000,270000,95000,2000,5000,25,4285.91,1814.9,1382.2,742.89,857.18,0.0,2658.79,0.62,0.268,0.039,3841.75,Standard
HO2026001377,2024-02-26,2025-02-20,IL,Jefferson,57782,SecondarySeasonal,Superior,Slab,FlatMembrane,New,2021,2,2757,3,Burglar,VE,140.4,17,45,23,46,0,699000,63000,512000,173000,5000,0,10,1940.12,683.83,538.38,339.52,388.02,0.0,1711.16,0.882,0.22,0.101,2523.1,Preferred
HO2026001378,2023-07-10,2024-07-04,LA,Lincoln,36642,TenantOccupied,Masonry,Piers,WoodShake,Good,1985,1,2774,2,BurglarAndFire,VE,20.6,54,28,0,26,0,462000,58000,213000,70000,1000,0,10,2244.71,837.92,493.84,329.22,448.94,134.78,1070.4,0.477,0.293,0.058,1649.63,Preferred
HO2026001379,2022-11-10,2023-11-05,CO,Washington,78499,Vacant,Superior,Piers,FlatMembrane,Poor,1976,3,2409,7,BurglarAndFire,X,17.9,66,65,7,35,1,548000,50000,400000,153000,1000,0,25,4949.2,2308.94,1175.43,1031.08,593.9,0.0,2570.33,0.519,0.293,0.022,3751.81,Standard
HO2026001380,2022-11-12,2023-11-07,NJ,Wayne,91604,TenantOccupied,MobileHome,Basement,AsphaltShingle,Good,2013,1,1737,4,BurglarAndFire,VE,74.2,59,37,0,47,0,232000,23000,140000,55000,2500,5000,10,995.15,388.43,218.93,160.88,199.03,27.88,724.02,0.728,0.258,0.047,1042.48,Preferred
HO2026001381,2022-12-02,2023-11-27,VA,Lake,23212,SecondarySeasonal,MobileHome,Piers,Tile,Poor,1948,2,1387,2,Burglar,X,8.2,63,47,27,31,0,173000,15000,110000,41000,5000,0,50,1136.11,492.55,326.63,202.61,136.33,0.0,538.11,0.474,0.293,0.054,823.07,Standard
HO2026001382,2022-12-10,2023-12-05,TX,Grant,28811,TenantOccupied,Masonry,Piers,Metal,Fair,1980,1,2850,6,BurglarAndFire,VE,10.2,58,67,26,31,0,510000,63000,357000,122000,2500,5000,25,3135.12,1486.93,893.51,663.6,627.02,0.0,2263.42,0.722,0.287,0.041,3370.68,Standard
HO2026001383,2024-04-11,2025-04-06,MI,Greene,15726,Vacant,Superior,Slab,Tile,,1977,2,2509,4,None,VE,131.6,31,30,8,64,0,566000,77000,238000,137000,1000,0,10,1470.81,419.43,353.0,220.62,294.16,183.6,910.57,0.619,0.272,0.06,1363.26,Standard
HO2026001384,2025-09-18,2026-09-13,VA,Union,86037,TenantOccupied,MobileHome,Basement,Tile,New,1993,1,1543,6,None,VE,12.9,24,64,28,58,0,251000,37000,183000,65000,2000,0,25,1798.19,770.59,521.48,371.63,359.64,0.0,1105.17,0.615,0.258,0.028,1548.24,Standard
HO2026001385,2023-04-09,2024-04-03,CO,Jackson,98650,TenantOccupied,Frame,Piers,FlatMembrane,Good,1971,1,1988,4,Burglar,AE,96.5,21,0,7,66,0,339000,39000,240000,57000,2000,0,10,1885.64,702.53,447.84,188.56,377.13,169.58,1536.7,0.815,0.226,0.061,2154.15,Preferred
HO2026001386,2021-04-12,2022-04-07,AZ,Marion,73860,Vacant,Superior,Slab,Metal,Good,2017,2,1693,6,Fire,X,25.0,44,41,2,64,0,375000,30000,245000,91000,1000,10000,10,1578.0,651.9,355.05,265.63,189.36,116.06,1213.66,0.769,0.325,0.062,1978.56,Preferred
HO2026001387,2021-09-06,2022-09-01,TX,Union,64085,Vacant,MobileHome,Slab,FlatMembrane,Good,1953,1,1664,6,Fire,X,94.7,11,32,100,41,0,205000,23000,145000,31000,2000,5000,10,2212.13,920.97,995.46,339.19,265.46,0.0,1134.61,0.513,0.298,0.03,1688.44,Standard
HO2026001388,2025-07-05,2026-06-30,WA,Cleveland,43470,SecondarySeasonal,Masonry,Piers,WoodShake,Good,1962,1,2077,7,BurglarAndFire,X,16.4,47,15,34,41,0,379000,45000,157000,108000,1000,10000,25,2430.23,1294.0,741.22,303.78,291.63,0.0,1601.12,0.659,0.267,0.027,2267.25,Preferred
HO2026001389,2022-07-23,2023-07-18,CA,Lake,62775,SecondarySeasonal,Frame,Slab,Tile,Poor,1943,1,2886,2,Fire,X,10.3,31,89,38,61,0,396000,53000,259000,81000,5000,0,10,2529.84,1135.39,796.9,556.57,303.58,0.0,1897.02,0.75,0.18,0.042,2438.31,Standard
HO2026001390,2025-02-18,2026-02-13,LA,Grant,10587,SecondarySeasonal,Masonry,Basement,Metal,Poor,1986,2,3009,3,Fire,VE,19.5,23,44,0,35,0,507000,66000,360000,115000,1000,5000,10,2965.38,1101.74,652.38,514.0,593.08,104.18,1315.69,0.444,0.294,0.088,2127.18,Preferred
HO2026001391,2023-11-12,2024-11-06,LA,Franklin,77545,TenantOccupied,Frame,Slab,WoodShake,Poor,1962,2,2295,7,Fire,X,12.5,25,19,59,52,0,474000,62000,172000,134000,2000,10000,25,8086.08,3282.13,2971.64,1064.67,970.33,0.0,4960.61,0.613,0.25,0.07,7290.01,Preferred
HO2026001392,2023-10-28,2024-10-22,IL,Clay,93222,TenantOccupied,Frame,Crawlspace,WoodShake,New,1993,1,2228,6,Burglar,VE,8.0,6,64,0,26,0,440000,55000,195000,129000,5000,0,10,2476.96,900.03,544.93,511.9,495.39,24.7,1661.16,0.671,0.18,0.045,2143.72,Preferred
HO2026001393,2023-04-27,2024-04-21,GA,Marion,49598,TenantOccupied,Masonry,Crawlspace,FlatMembrane,Good,1960,1,1138,6,Burglar,VE,18.9,39,7,81,11,0,237000,30000,117000,57000,1000,10000,10,1939.96,621.38,819.63,216.63,387.99,0.0,1128.97,0.582,0.24,0.047,1583.96,Standard
HO2026001394,2022-01-28,2022-07-27,MI,Clay,59233,OwnerOccupied,Frame,Basement,FlatMembrane,New,1945,1,2930,6,Burglar,X,30.7,33,53,26,51,0,511000,51000,270000,98000,1000,0,10,2861.9,936.44,815.64,538.99,343.43,227.4,1545.39,0.54,0.301,0.091,2538.09,Preferred
HO2026001395,2024-05-01,2025-04-26,NJ,Washington,96089,SecondarySeasonal,Masonry,Piers,AsphaltShingle,New,1980,3,1276,1,Burglar,AE,5.2,41,55,45,28,0,250000,27000,106000,38000,2000,10000,10,874.64,297.73,290.82,167.64,174.93,0.0,498.58,0.57,0.323,0.073,824.48,Standard
HO2026001396,2021-08-06,2022-08-01,OR,Cleveland,64050,Vacant,Masonry,Piers,AsphaltShingle,Good,2024,2,1786,7,Burglar,X,9.4,16,36,19,42,0,360000,46000,234000,76000,1000,10000,10,1700.26,898.79,454.82,272.04,204.03,0.0,1023.64,0.602,0.207,0.089,1454.69,Preferred
